,country,article_name,revision_id,article_quality,Geography,Population mid-2018 (millions)
31421,Omani,Malek Bin Sulaiman Al Ma'amari,794599835,Start,,
31452,South Korean,Yun Duk-min,794638210,Start,,
31511,Cape Colony,William Butler (British Army officer),794705198,Start,,
31525,Omani,"Said bin Sultan, Sultan of Muscat and Oman",794725141,Start,,
31584,Saint Kitts and Nevis,Konris Maynard,794794927,Start,,
31586,Cook Island,Robert Wigmore,794802546,Start,,
31587,Cook Island,Pukeiti Pukeiti,794802590,Start,,
31634,Chechen,Malik Saidullaev,794893770,Start,,
31656,Pitcairn Islands,Meralda Warren,794905581,Start,,
31660,French Guiana,Léon Damas,794908987,Start,,
31767,Salvadoran,Carlos Humberto Romero,794988963,Start,,
31775,Czech Republic,Pavel Bém,794995687,Start,,
31784,Palestinian Territory,Kamal Nasser,795004000,Start,,
31829,Jersey,List of Bailiffs of Jersey,795069319,Start,,
31840,Czech Republic,"List of MPs elected in the Czech legislative election, 2013",795098385,Start,,
31864,Palauan,Elias Camsek Chin,795139723,Start,,
31942,Saint Vincent and the Grenadines,Joseph Chatoyer,795283194,Start,,
31988,Saint Vincent and the Grenadines,Louis Straker,795343481,Start,,
31992,Rhodesian,Andrew Skeen (Rhodesia),795348776,Start,,
32006,Rhodesian,Hugh Beadle,795369277,Start,,
32013,Czech Republic,Vít Bárta,795377941,Start,,
32077,Rhodesian,Hugh Marshall Hole,795483112,Start,,
32191,South Korean,Cheong Yang-seog,795546187,Start,,
32192,South Korean,Chin Young,795546191,Start,,
32197,South Korean,Kim Kwan-yong,795546228,Start,,
32198,South Korean,Lee Hahn-koo,795546245,Start,,
32199,South Korean,Lee Jung-hyun (politician),795546256,Start,,
32217,Salvadoran,Ana María,795573859,Start,,
32252,Cape Colony,"Sir George Yonge, 5th Baronet",795625420,Start,,
32255,Tokelauan,Afega Gaualofa,795631781,Start,,
32256,Tokelauan,Siopili Perez,795633170,Start,,
32267,Palestinian Territory,Current members of Palestinian Legislative Council,795648388,Start,,
32268,Pitcairn Islands,Victoria Treadell,795649021,Start,,
32279,South Ossetian,President of South Ossetia,795669553,Start,,
32281,Jersey,John Le Couteur,795676915,Start,,
32342,Hondura,César Ham,795765167,Start,,
32373,Czech Republic,Karl Kautsky,795807571,Start,,
32374,Czech Republic,Karl von Czyhlarz,795809115,Start,,
32604,Saint Kitts and Nevis,Robert Llewellyn Bradshaw,796076948,Start,,
32618,Jersey,Jim Perchard,796095584,Start,,
32620,"Congo, Dem. Rep. of",Freddy Matungulu,796099032,Start,,
32632,Palestinian Territory,Fathi Hamad,796124047,Start,,
32640,Salvadoran,Arturo Armando Molina,796131598,Start,,
32661,Faroese,Pauli Ellefsen,796170338,Start,,
32662,Jersey,Bryan Ian Le Marquand,796170389,Start,,
32663,Faroese,Rasmus Rasmussen (writer),796170437,Start,,
32673,Hondura,Mario Fernando Hernández,796180350,Start,,
32688,Pitcairn Islands,Charles Richard Parkin Christian,796203049,Start,,
32689,Pitcairn Islands,Warren Clive Christian,796203180,Start,,
32690,Pitcairn Islands,Jay Warren,796203252,Start,,
32732,Czech Republic,Václav Fresl,796253432,Start,,
32734,Swaziland,Dzeliwe of Swaziland,796256782,Start,,
32761,Hondura,Eduardo Gauggel Rivas,796291215,Start,,
32782,Samoan,Ale Vena Ale,796309750,Start,,
32813,Cape Colony,Christoffel Brand,796352977,Start,,
32837,Samoan,Keneti Sio,796377891,Start,,
32867,Czech Republic,Josef Václav Frič,796403608,Start,,
32991,Pitcairn Islands,Robert Alston,796592041,Start,,
32995,Hondura,Bernard Martínez Valerio,796597000,Start,,
33035,Hondura,Felicito Ávila,796635107,Start,,
33046,Cape Colony,Henry Barkly,796646347,Start,,
33102,Palestinian Territory,Musa Alami,796697881,Start,,
33113,Hondura,Patricia Rodas,796709335,Start,,
33129,East Timorese,Roque Rodrigues,796722416,Start,,
33165,Niuean,Togia Sioneholo,796747380,Start,,
33166,Czech Republic,Tomáš Zdechovský,796749458,Start,,
33169,Czech Republic,Andrea Češková,796751775,Start,,
33171,Czech Republic,Dana Kuchtová,796752629,Start,,
33208,Czech Republic,Rudolf Margolius,796825099,Start,,
33273,East Timorese,Avelino Coelho da Silva,796886084,Start,,
33295,Dagestani,Sagid Murtazaliev,796896055,Start,,
33318,Palestinian Territory,Palestinian Declaration of Independence,796911861,Start,,
33324,Palestinian Territory,Ahmad Kurd,796924085,Start,,
33353,Ossetian,Alla Dzhioyeva,796950389,Start,,
33367,Palestinian Territory,Amin al-Majaj,796961464,Start,,
33418,Palestinian Territory,Aziz Duwaik,797021613,Start,,
33431,Cape Colony,Lord Charles Somerset,797029963,Start,,
33451,East Timorese,Manuel Tilman,797040695,Start,,
33462,Saint Kitts and Nevis,Simeon Daniel,797053483,Start,,
33513,Palestinian Territory,Ahmed Yassin,797122322,Start,,
33530,Salvadoran,Carlos Eugenio Vides Casanova,797151261,Start,,
33547,Ivorian,Charles Blé Goudé,797168824,Start,,
33577,Chechen,Akhmed Zakayev,797214106,Start,,
33595,Pitcairn Islands,Butterworth Stavely,797221428,Start,,
33643,Chechen,Sheikh Mansur,797258871,Start,,
33659,East Timorese,Isabel da Costa Ferreira,797279277,Start,,
33679,Cook Island,John Henry (Cook Islands politician),797303432,Start,,
33680,Cook Island,Geoffrey Henry,797303508,Start,,
33681,Cook Island,Albert Henry (politician),797303536,Start,,
33697,Rhodesian,Roy Welensky,797314307,Start,,
33730,"Congo, Dem. Rep. of",Emmanuel Dungia,797348410,Start,,
33748,Hondura,Carlos Humberto Reyes,797385790,Start,,
33771,Rhodesian,Abel Muzorewa,797407618,Start,,
33796,"Congo, Dem. Rep. of",Munga Mibindo,797435100,Start,,
33799,East Timorese,Emília Pires,797438594,Start,,
33804,"Congo, Dem. Rep. of",Eric Lenge,797446004,Start,,
33810,Faroese,Peter Mohr Dam,797450160,Start,,
33847,Faroese,Knút Wang,797493287,Start,,
33849,Faroese,Sjúrður Skaale,797493405,Start,,
33854,Swaziland,Ben Nsibandze,797494822,Start,,
33864,Hondura,Carlos López Contreras,797499354,Start,,
33896,Czech Republic,František Ladislav Rieger,797539957,Start,,
33901,Rhodesian,Signatories of Rhodesia's Unilateral Declaration of Independence,797546082,Start,,
34039,Hondura,Sadia Argueta,797677168,Stub,,
34049,Hondura,Margarita Dabdoub Sikaffi,797684912,Stub,,
34058,Jersey,Andrew Green (Jersey politician),797693636,Stub,,
34106,Cape Colony,Benjamin D'Urban,797735815,Stub,,
34107,Ivorian,Sékou Sanogo,797736207,Stub,,
34111,Ivorian,Paul Antoine Bohoun Bouabré,797737768,Stub,,
34119,Jersey,Geraint Jennings,797746493,Stub,,
34133,Niuean,Premier of Niue,797757076,Stub,,
34138,Saint Kitts and Nevis,List of Prime Ministers of Saint Kitts and Nevis,797760842,Stub,,
34139,Saint Lucian,List of Prime Ministers of Saint Lucia,797760898,Stub,,
34140,Saint Vincent and the Grenadines,List of Prime Ministers of Saint Vincent and the Grenadines,797760926,Stub,,
34141,Samoan,Prime Minister of Samoa,797760961,Stub,,
34185,Omani,Yusuf bin Alawi bin Abdullah,797805284,Stub,,
34188,South Korean,Kim Chong-hoh,797806095,Stub,,
34189,Palestinian Territory,Hanan Ashrawi,797806716,Stub,,
34212,South Ossetian,Prime Minister of South Ossetia,797825875,Stub,,
34223,Czech Republic,Petr Mach,797842545,Stub,,
34251,Palauan,Akiko Sugiyama,797884160,Stub,,
34271,Swaziland,List of Prime Ministers of Swaziland,797904256,Stub,,
34280,Saint Lucian,Allan Louisy,797914672,Stub,,
34281,Saint Lucian,Allen Montgomery Lewis,797914793,Stub,,
34312,Omani,Samira bint Mohamed Al-Moosa,797947292,Stub,,
34325,Saint Lucian,Boswell Williams,797970479,Stub,,
34333,Cape Colony,John Charles Molteno,797978795,Stub,,
34427,Palestinian Territory,Cause of Yasser Arafat's death,798100387,Stub,,
34473,Saint Lucian,George Charles,798164824,Stub,,
34477,Cape Colony,"George Macartney, 1st Earl Macartney",798165649,Stub,,
34478,Saint Lucian,George Mallet,798165675,Stub,,
34482,Samoan,Tupua Tamasese Lealofi IV,798166885,Stub,,
34483,Samoan,Tofilau Eti Alesana,798166951,Stub,,
34494,"Congo, Dem. Rep. of",Guy-Patrice Lumumba,798185563,Stub,,
34530,East Timorese,Xanana Gusmão,798242613,Stub,,
34532,Jersey,Ian Gorst,798244483,Stub,,
34550,Palestinian Territory,Kassim Al-Rimawi,798262559,Stub,,
34556,Montserratian,"Government House, Montserrat",798265888,Stub,,
34568,Palestinian Territory,Ibrahim Abu-Lughod,798282902,Stub,,
34583,South Korean,Chung Ho-yong,798295710,Stub,,
34589,Salvadoran,Miguel Álvarez Castro,798306895,Stub,,
34595,Guernsey,Daniel de Lisle Brock,798315235,Stub,,
34605,Palestinian Territory,Islah Jad,798331360,Stub,,
34609,East Timorese,José Luís Guterres,798334210,Stub,,
34677,Cape Colony,William Porter (Attorney General),798383131,Stub,,
34678,Rhodesian,Jack Howman,798384751,Stub,,
34682,Hondura,José Tomás Ponce,798394355,Stub,,
34691,Hondura,Mary Elizabeth Flores,798401950,Stub,,
34744,Swaziland,Barnabas Sibusiso Dlamini,798454144,Stub,,
34747,"Congo, Dem. Rep. of",Joseph Kabila,798455633,Stub,,
34752,Hondura,José Cecilio del Valle,798460200,Stub,,
34754,Salvadoran,José Guillermo García,798460321,Stub,,
34766,Saint Lucian,Julian Hunte,798468800,Stub,,
34809,"Congo, Dem. Rep. of",Kavidi Wivine N'Landu,798489264,Stub,,
34818,Czech Republic,Jaroslava Moserová,798490261,Stub,,
34836,Rhodesian,Ethel Tawse Jollie,798492985,Stub,,
34841,Samoan,Aiono Fanaafi Le Tagaloa,798494387,Stub,,
34928,Chechen,Ali Mitayev,798580067,Stub,,
34977,South Korean,Lee Jae-myung,798611948,Stub,,
35034,Abkhazia,Efrem Eshba,798644673,Start,,
35037,Czech Republic,Vávra Suk,798648973,Start,,
35059,Czech Republic,Vojtěch Náprstek,798686948,Start,,
35066,Somaliland,Dahir Riyale Kahin,798692052,Start,,
35074,Czech Republic,Lubomír Štrougal,798705619,Start,,
35087,Palestinian Territory,Issam Sartawi,798732432,Start,,
35104,Cape Colony,David Tennant (politician),798742813,Start,,
35123,Saint Kitts and Nevis,Kennedy Simmonds,798766032,Start,,
35141,Czech Republic,Jan Krejčí,798796793,Start,,
35151,Samoan,Le Tagaloa Pita,798807561,Start,,
35191,"Congo, Dem. Rep. of",Jeannot Bemba Saolona,798859637,Start,,
35198,Saint Vincent and the Grenadines,Ebenezer Joshua,798864996,Start,,
35258,Salvadoran,Marisol Argueta de Barillas,798896224,Start,,
35275,Palestinian Territory,Marwan Barghouti,798913975,Start,,
35328,Czech Republic,Radek John,798944631,Start,,
35331,"Congo, Dem. Rep. of",Medard Mulangala,798948484,Start,,
35347,East Timorese,Arsénio Bano,798969127,Start,,
35415,Palestinian Territory,Mohammad Shtayyeh,799023109,Start,,
35419,Palestinian Territory,Mohammed Dahlan,799023535,Start,,
35434,Saint Lucian,Morella Joseph,799034545,Start,,
35454,"Congo, Dem. Rep. of",Mpinga Kasenda,799044574,Start,,
35471,East Timorese,Nino Konis Santana,799059687,Start,,
35474,Ivorian,Léon Konan Koffi,799061508,Start,,
35488,Palestinian Territory,Nabil Shaath,799072017,Start,,
35504,South Korean,Lee Nak-hoon,799083872,Start,,
35595,Palestinian Territory,Nabeel Kassis,799209138,Start,,
35598,Tokelauan,David Payton,799209983,Start,,
35609,Hondura,David Romero Ellner,799220342,Start,,
35705,Hondura,Norma Haydee Calderón,799300330,Start,,
35709,Czech Republic,Jan Jesenius,799301686,Start,,
35721,Montserratian,Donaldson Romeo,799317293,Start,,
35731,"Congo, Dem. Rep. of",Fernand Kazadi,799328311,Start,,
35733,"Congo, Dem. Rep. of",Antoine-Roger Bolamba,799328685,Start,,
35740,"Congo, Dem. Rep. of",Odette Babandoa Etoa,799331221,Start,,
35743,Rhodesian,Alan David Butler,799332728,Start,,
35748,South Ossetian,Leonid Tibilov,799335775,Start,,
35751,Saint Kitts and Nevis,Timothy Harris,799339256,Start,,
35754,Hondura,Olman Danery Maldonado,799341541,Start,,
35783,Cape Colony,Andries Stockenström,799373837,Start,,
35897,Cape Colony,"Sir Harry Smith, 1st Baronet",799472552,Start,,
35908,Ivorian,Paul Yao N'Dré,799484902,Start,,
35946,Jersey,George Carteret,799514955,Start,,
35972,"Congo, Dem. Rep. of",Monique Mukuna Mutombo,799533831,Start,,
35988,Omani,Moosa AbdulRahman Hassan,799540696,Start,,
36005,Rhodesian,Jack William Pithey,799548505,Start,,
36006,Rhodesian,President of Rhodesia,799548556,Start,,
36009,Pitcairn Islands,Gerard Bromley Robert Christian,799551777,Start,,
36010,Pitcairn Islands,Ivan Christian,799551778,Start,,
36011,Pitcairn Islands,Pervis Ferris Young,799551779,Start,,
36012,Pitcairn Islands,Thursday October Christian II,799551780,Start,,
36013,Pitcairn Islands,Brenda Christian,799551784,Start,,
36050,East Timorese,President of East Timor,799570306,Start,,
36091,Rhodesian,Denis Walker,799608339,Start,,
36099,Abkhazia,Garri Aiba,799618550,Start,,
36226,Cook Island,Jim Marurai,799769949,Start,,
36276,Palestinian Territory,Mahmoud al-Mabhouh,799802471,Start,,
36307,Saint Lucian,Pearlette Louisy,799842307,Start,,
36319,Palestinian Territory,Qadura Fares,799858795,Start,,
36330,Ivorian,Daniel Kablan Duncan,799873303,Start,,
36380,"Congo, Dem. Rep. of",Ekila Liyonda,799913697,Start,,
36387,Salvadoran,René Emilio Ponce,799918049,Start,,
36408,"Congo, Dem. Rep. of",Augustin Matata Ponyo,799930121,Start,,
36411,Saint Kitts and Nevis,Ouboutou Tegremante,799930780,Start,,
36426,South Korean,Yoo Il-ho,799945764,Start,,
36543,Palestinian Territory,Leila Khaled,800067783,Start,,
36558,"Congo, Dem. Rep. of",Nkulu Mitumba Kilombo,800087105,Start,,
36590,Ivorian,Augustin Thiam,800116906,Start,,
36614,Pitcairn Islands,Shawn Christian (mayor),800137512,Start,,
36658,Cape Colony,Charles Henry Darling,800159179,Start,,
36674,Hondura,Silvia Ayala,800166969,Start,,
36676,Ivorian,Simone Gbagbo,800169882,Start,,
36785,Saint Vincent and the Grenadines,James Fitz-Allen Mitchell,800257111,Start,,
36787,South Korean,Park Young-sun,800258105,Start,,
36792,Palestinian Territory,Muhammad Nimr al-Hawari,800264686,Start,,
36800,Palestinian Territory,Wadie Haddad,800268417,Start,,
36948,"Congo, Dem. Rep. of",Laurent Nkunda,800298783,Start,,
37056,Rhodesian,James Cowden,800407772,Start,,
37063,Rhodesian,Herbert Chitepo,800416336,Start,,
37148,Salvadoran,Guillermo Ungo,800478736,Start,,
37151,Rhodesian,Thomas Nangle,800479460,Start,,
37164,South African Republic,"Statue of Paul Kruger, Church Square",800488968,Start,,
37185,"Congo, Dem. Rep. of",Christophe Gbenye,800537411,Start,,
37192,Czech Republic,Josef Ježek,800555146,Start,,
37268,Hondura,Ricardo Álvarez Arias,800643446,Start,,
37273,Swaziland,Sotsha Dlamini,800650407,Start,,
37301,Palestinian Territory,Munib al-Masri,800663648,Start,,
37325,Saint Lucian,Stanislaus A. James,800680583,Start,,
37341,Saint Lucian,Stephenson King,800696547,Start,,
37356,Jersey,Stuart Syvret,800714278,Start,,
37362,Palestinian Territory,Suha Arafat,800718761,Start,,
37375,Faroese,Høgni Hoydal,800723683,Start,,
37410,Palestinian Territory,Taba Summit,800748567,Start,,
37416,Ivorian,Henriette Diabaté,800750399,Start,,
37421,Czech Republic,Jana Bobošíková,800754664,Start,,
37431,Cape Colony,John Paterson (Cape politician),800767317,Start,,
37538,Saint Vincent and the Grenadines,Inga Rhonda King,800881284,Start,,
37540,Czech Republic,Franz Anton von Kolowrat-Liebsteinsky,800883412,Start,,
37563,South Korean,Kwon Young-ghil,800896932,Start,,
37564,South Korean,In Jae-keun,800896981,Start,,
37589,Czech Republic,Viktor Dyk,800925236,Start,,
37590,Czech Republic,Alois Jirásek,800925518,Start,,
37609,Palestinian Territory,Sari Nusseibeh,800949001,Start,,
37657,Rhodesian,Timothy Stamps,800986051,Start,,
37698,Chechen,Turpal-Ali Atgeriyev,801036587,Start,,
37718,Samoan,Aveau Niko Palamo,801057378,Start,,
37732,Saint Lucian,Edmund Estephane,801070713,Start,,
37745,South Ossetian,Eduard Kokoity,801087048,Start,,
37761,Saint Lucian,Vaughan Lewis,801096569,Start,,
37769,Palestinian Territory,Education Minister of the Palestinian National Authority,801102332,Start,,
37779,"Congo, Dem. Rep. of",Minister of Defence (Democratic Republic of the Congo),801107444,Start,,
37787,"Congo, Dem. Rep. of",Moïse Tshombe,801110165,Start,,
37789,"Congo, Dem. Rep. of",Godefroid Munongo,801112469,Start,,
37833,Samoan,Mark Gosche,801142102,Start,,
37861,Jersey,Edward Trevor (Jersey),801172575,Start,,
37865,Montserratian,Premier of Montserrat,801175821,Start,,
37866,Samoan,Lauaki Namulauulu Mamoe,801175876,Start,,
37867,Pitcairn Islands,List of rulers of the Pitcairn Islands,801175970,Start,,
37877,Samoan,Tufuga Efi,801182300,Start,,
37881,Samoan,Salamasina,801186581,Start,,
37893,Hondura,Efraín Bu Girón,801194944,Start,,
37914,Samoan,Tupua Tamasese Meaʻole,801213484,Start,,
37917,Palestinian Territory,Yaqub al-Ghusayn,801214518,Start,,
38049,Saint Lucian,Winston Cenac,801276622,Start,,
38058,Ivorian,Félix Houphouët-Boigny,801282263,Start,,
38062,Jersey,Philip Ozouf Jr,801284949,Start,,
38065,Saint Vincent and the Grenadines,Governor-General of Saint Vincent and the Grenadines,801288101,Start,,
38083,Palestinian Territory,Khaled Mashal,801299475,Start,,
38121,Martinique,Emile Capgras,801319110,Start,,
38168,Palestinian Territory,Ziad Abu Ein,801335922,Start,,
38192,"Congo, Dem. Rep. of",Thomas Kanza,801348128,Start,,
38193,Cape Colony,John X. Merriman,801351302,Start,,
38209,Omani,Abdullah Al Saidi,801364408,Start,,
38227,Tokelauan,Head of Government of Tokelau,801375710,Start,,
38282,Hondura,Walter Antonio Chávez,801414837,Start,,
38286,Cape Colony,Mpilo Walter Benson Rubusana,801417570,Start,,
38411,Hondura,Elvia Josefina Amador,801499755,Start,,
38426,Palestinian Territory,Zuhdi Labib Terzi,801507800,Start,,
38503,South Ossetian,Dmitry Sanakoyev,801560549,Start,,
38507,Saint Lucian,Emma Hippolyte,801563305,Start,,
38511,Samoan,Emma Kruse Va'ai,801564093,Start,,
38516,Samoan,Tuilaepa Aiono Sailele Malielegaoi,801570141,Start,,
38548,Incan,Túpac Amaru,801587917,Start,,
38595,Tokelauan,Falima Teao,801630990,Start,,
38612,Faroese,Kristina Háfoss,801638146,Start,,
38679,Rhodesian,Sam Levy,801716406,Start,,
38681,Rhodesian,Humphrey Gibbs,801718040,Start,,
38721,Samoan,Tupua Tamasese,801746626,Start,,
38732,"Congo, Dem. Rep. of",Joseph Okito,801770255,Start,,
38743,Rhodesian,P. K. van der Byl,801795215,Start,,
38809,Cape Colony,Henry Hugh Clifford,801856640,Start,,
38821,Palestinian Territory,Raghib al-Nashashibi,801867039,Start,,
38831,Rhodesian,Clifford Dupont,801876681,Start,,
38832,South African Republic,Krugersdorp,801877418,Start,,
38900,Cape Colony,James Tennant Molteno,801935094,Start,,
38905,"Congo, Dem. Rep. of",President of the Democratic Republic of the Congo,801936063,Start,,
38916,Czech Republic,"Alexander von Mensdorff-Pouilly, Prince Dietrichstein von Nicolsburg",801939668,Start,,
38922,Samoan,Tupua Tamasese Lealofi III,801944573,Start,,
38937,"Congo, Dem. Rep. of",Alexis Thambwe Mwamba,801968131,Start,,
38948,Czech Republic,Adriana Krnáčová,801972898,Start,,
38982,Hondura,Marlon Tábora Muñoz,802009929,Start,,
38984,Samoan,Olaf Frederick Nelson,802011301,Start,,
38987,Czech Republic,Ondřej Liška,802013967,Start,,
39001,Abkhazia,Zhiuli Shartava,802029007,C,,
39017,Ivorian,List of heads of government of Ivory Coast,802048749,C,,
39026,Czech Republic,Marcel Chládek,802054500,C,,
39027,Czech Republic,Miroslava Kopicová,802055280,C,,
39028,Czech Republic,Milan Chovanec,802060218,C,,
39029,Czech Republic,František Bublan,802060471,C,,
39034,Czech Republic,Jiří Dienstbier Jr.,802069244,C,,
39041,East Timorese,Estanislau da Silva,802072802,C,,
39044,Salvadoran,Antonio Saca,802075785,C,,
39051,Palestinian Territory,Jamila Abdallah Taha al-Shanti,802082257,C,,
39117,Swaziland,Labotsibeni Mdluli,802149787,C,,
39121,Rhodesian,Lance Smith (politician),802151785,C,,
39123,"Congo, Dem. Rep. of",Alphonse Songolo,802154801,C,,
39157,"Congo, Dem. Rep. of",List of heads of state of the Democratic Republic of the Congo,802197658,C,,
39169,Samoan,Va'aletoa Sualauvi II,802218035,C,,
39206,Saint Kitts and Nevis,Eustace John,802273418,C,,
39229,Palestinian Territory,Jibril Rajoub,802302873,C,,
39254,Omani,Said bin Taimur,802317488,C,,
39293,Czech Republic,Táňa Fischerová,802360196,C,,
39298,Czech Republic,Václav Jehlička,802365998,C,,
39305,Ivorian,Michel Amani N'Guessan,802374350,C,,
39336,Guernsey,Richard Weston (treasurer),802409654,C,,
39337,"Congo, Dem. Rep. of",Jules Mutebusi,802411491,C,,
39350,Czech Republic,Viliam Široký,802416926,C,,
39374,Palestinian Territory,Abdelrahman al-Dajani,802436402,C,,
39376,Palestinian Territory,Ahmad Agha Duzdar,802436510,C,,
39381,Palestinian Territory,Musa al-Alami (mayor of Jerusalem),802436655,C,,
39419,Palestinian Territory,Hussam ad-Din Jarallah,802438226,C,,
39473,Palestinian Territory,As'ad Shukeiri,802444446,C,,
39552,Faroese,Sirið Stenberg,802476681,C,,
39563,Palestinian Territory,Eyad al-Sarraj,802495061,C,,
39580,Faroese,Eyðgunn Samuelsen,802515495,C,,
39605,Czech Republic,Miroslav Lidinský,802531379,C,,
39608,Jersey,Peter Crill,802532217,C,,
39663,Palestinian Territory,Abdel Aziz al-Rantisi,802598153,C,,
39749,Martinique,Alexandre de Beauharnais,802657786,C,,
39755,Chechen,Akhmad Kadyrov,802665757,C,,
39849,South Korean,Kang Kum-sil,802728876,C,,
39896,East Timorese,José Ramos-Horta,802765398,C,,
39960,Czech Republic,Petr Cibulka,802834939,C,,
39964,Palestinian Territory,Fatima Bernawi,802835604,C,,
39987,Samoan,Faumuina Tiatia Liuga,802850235,C,,
40025,Czech Republic,Anna Šabatová,802875800,Start,,
40029,South Ossetian,Vadim Brovtsev,802882186,Start,,
40037,Ivorian,Jeanne Gervais,802893546,Start,,
40038,Ivorian,Gladys Anoma,802893568,Start,,
40042,Ivorian,Bernard Binlin Dadié,802904214,Start,,
40046,Jersey,"John Carteret, 2nd Earl Granville",802912550,Start,,
40071,Faroese,Edva Jacobsen,802925425,Start,,
40076,Rhodesian,Desmond Lardner-Burke,802930161,Start,,
40101,Salvadoran,Hugo Lindo,802944082,Start,,
40106,Chechen,Dzhokhar Dudayev,802950350,Start,,
40108,Hondura,Marco Aurelio Soto,802955117,Start,,
40112,South Korean,Park Yong-ok,802955917,Start,,
40122,Palestinian Territory,Ahmad Sa'adat,802968215,Start,,
40154,Abkhazia,Yuri Voronov,803018106,Start,,
40180,East Timorese,Fernando de Araújo (East Timorese politician),803043434,Start,,
40275,Faroese,Aksel V. Johannesen,803145744,Start,,
40307,Chechen,Ilyas Akhmadov,803177211,Start,,
40308,Cape Colony,Leander Starr Jameson,803177433,Start,,
40359,Palestinian Territory,Salah Shehade,803242304,Start,,
40401,Cape Colony,Henry Bartle Frere,803288472,Start,,
40417,Cape Colony,"Hercules Robinson, 1st Baron Rosmead",803303116,Start,,
40444,Czech Republic,Adolph Aloys von Braun,803332354,Start,,
40447,"Congo, Dem. Rep. of",Pierre Mulele,803335436,Start,,
40488,South Korean,Jeon Hye-sook,803383030,Start,,
40493,Niuean,Toke Talagi,803392432,Start,,
40517,Jersey,Darius J. Pearce,803416400,Start,,
40529,"Congo, Dem. Rep. of",Kasongo Munganga,803421580,Start,,
40541,Palestinian Territory,Mahmoud Abbas,803433440,Start,,
40547,Czech Republic,Dana Bérová,803438779,Start,,
40581,Chechen,Ruslan Gelayev,803469952,Start,,
40697,Incan,Pachacuti,803601556,Start,,
40704,Dagestani,Head of the Republic of Dagestan,803611453,Start,,
40714,East Timorese,Taur Matan Ruak,803615826,Start,,
40717,Cape Colony,"Henry Loch, 1st Baron Loch",803618569,Start,,
40720,Rhodesian,John Bredenkamp,803620246,Start,,
40752,Faroese,Djóni í Geil,803656387,Start,,
40755,Czech Republic,František Palacký,803658529,Start,,
40761,East Timorese,Lúcia Lobato,803664269,Start,,
40772,Salvadoran,Schafik Handal,803674894,Start,,
40800,Czech Republic,Miroslav Kostelka,803709959,Start,,
40820,Saint Lucian,John Compton,803737879,Start,,
40911,Czech Republic,Martin Barták,803793256,Start,,
40913,Czech Republic,Karolína Peake,803794383,Start,,
40921,Hondura,Arnoldo José Avilés García,803808871,Start,,
40938,Ivorian,Robert Guéï,803820918,Start,,
40941,Ivorian,List of heads of state of Ivory Coast,803821448,Start,,
40955,Hondura,Coronado Chávez,803835401,Start,,
40957,Hondura,Florencio Xatruch,803835755,Start,,
40958,Hondura,Ramón Villeda Morales,803836305,Start,,
40959,Hondura,Roberto Suazo Córdova,803836472,Start,,
40960,Hondura,Rafael Leonardo Callejas Romero,803836551,Start,,
40961,South Korean,Kim Un-yong,803838269,Start,,
41031,Cape Colony,Francis Dundas,803908887,Stub,,
41041,Saint Lucian,Kenny Anthony,803917686,Stub,,
41059,Salvadoran,Ana Vilma de Escobar,803927035,Stub,,
41080,Omani,"Faisal bin Turki, Sultan of Muscat and Oman",803929525,Stub,,
41110,Ivorian,Francis Wodié,803941004,Stub,,
41136,East Timorese,Francisco Xavier do Amaral,803969836,Stub,,
41168,Czech Republic,Petr Ježek,803983301,Stub,,
41204,Niuean,Frank Lui,804027488,Stub,,
41215,Rhodesian,Frank Rhodes (British Army officer),804040348,Stub,,
41262,Palestinian Territory,Yasser Arafat,804075706,Stub,,
41270,Saint Kitts and Nevis,Denzil Douglas,804081241,Stub,,
41299,Czech Republic,František Udržal,804093764,Stub,,
41307,Rhodesian,Ernest Lucas Guest,804101492,Stub,,
41319,Ivorian,List of vice-presidents of Ivory Coast,804108433,Stub,,
41342,Hondura,Vicente Mejía Colindres,804127803,Stub,,
41343,Hondura,Miguel Paz Barahona,804127877,Stub,,
41344,Hondura,Rafael López Gutiérrez,804128734,Stub,,
41346,Hondura,Francisco Bertrand,804129698,Stub,,
41347,Hondura,Miguel R. Dávila,804130200,Stub,,
41348,Hondura,Manuel Bonilla,804130440,Stub,,
41351,Hondura,Terencio Sierra,804131272,Stub,,
41352,Hondura,Policarpo Bonilla,804131604,Stub,,
41354,Hondura,Ponciano Leiva,804131948,Stub,,
41356,Palestinian Territory,Ahmad Shukeiri,804132518,Stub,,
41358,Hondura,José María Medina,804133123,Stub,,
41359,Hondura,José Santos Guardiola,804133555,Stub,,
41360,Salvadoran,Juan Lindo,804134156,Stub,,
41363,Hondura,José Lino Matute,804138803,Stub,,
41364,Hondura,José Santiago Bueso,804139010,Stub,,
41365,Hondura,Francisco de Aguilar (politician),804139208,Stub,,
41366,Hondura,José Francisco Montes,804139258,Stub,,
41368,Hondura,Victoriano Castellanos,804139730,Stub,,
41369,Hondura,Francisco Inestroza,804139800,Stub,,
41370,Hondura,Francisco Cruz Castro,804139868,Stub,,
41371,Hondura,Marcelino Mejía,804140099,Stub,,
41372,Hondura,Crescencio Gómez,804140159,Stub,,
41373,Hondura,Miguel Oquelí Bustillo,804140314,Stub,,
41374,Hondura,Francisco Bueso,804140447,Stub,,
41379,Somaliland,Adan Ahmed Elmi,804143605,Stub,,
