country,article_name,revision_id,article_quality
Japan,Hirofumi Yoshimura,805792869,Stub
Italy,Giorgio Carbone,805793280,Stub
Portugal,Gonçalo Ribeiro Telles,805793346,Stub
Chechen,Umar Dzhabrailov,805794113,Stub
China,Nan Ping,805795504,Stub
Equatorial Guinea,María Nsué Angüe,805797722,Stub
Egypt,Hassan al-Banna,805797802,Stub
Spain,José Joaquín de Viana,805797822,Stub
Chile,José de Santiago Concha Jiménez Lobatón,805797980,Stub
Romania,Sevil Shhaideh,805798942,Stub
Nepal,Minendra Rijal,805799545,Stub
Spain,Antonio de Olaguer y Feliú,805799559,Stub
Paraguay,Pedro Melo de Portugal,805800085,Stub
Spain,Ambrosio de Benavides,805801498,Stub
Chile,Tomás Álvarez de Acevedo,805801662,Stub
Romania,Iordan Bărbulescu,805801838,Stub
Bahamas,Bertha Isaacs,805801899,Stub
Iran,Ali Khamenei,805802370,Stub
United States,Political boss,805802544,Stub
Haiti,Jean-Jacques Dessalines,805802601,Stub
United Kingdom,Michael Fabricant,805802752,Stub
Ghana,Cecilia Dapaah,805803001,Stub
Ghana,Cecilia Johnson,805803116,Stub
Chile,José de Santiago Concha,805803239,Stub
Iran,Masoud Barzani,805805174,Stub
Mexico,María Sanjuana Cerda Franco,805805414,Stub
Myanmar,Htin Kyaw,805805958,Stub
Argentina,Eva Perón,805806043,Stub
Philippines,Aurora E. Cerilles,805806187,Stub
Moldova,Valeriu Chiveri,805806348,Stub
Mexico,Aurora Cervantes Rodríguez,805806647,Stub
Mexico,Beatriz Cervantes Mandujano,805806733,Stub
Mexico,Jaime Cervantes Rivera,805806843,Stub
Spain,Carme Laura Gil,805807458,Stub
Tanzania,William Lukuvi,805807742,Stub
Romania,Clotilde Armand,805809396,Stub
Romania,Alexandrina Cantacuzino,805809686,Stub
Albania,Nako Spiru,805810754,Stub
Hungary,Karoly Hokky,805811628,Stub
Romania,Gheorghe Gheorghiu-Dej,805811691,Stub
Italy,Giovanni Conso,805811856,Stub
Palestinian Territory,Ahmad Toukan,805811873,Stub
Italy,Palla Strozzi,805812087,Stub
Madagascar,Gabriel Ramanantsoa,805812293,Stub
Madagascar,Charles Rabemananjara,805812556,Stub
Macedonia,Mayor of the City of Skopje,805813045,Stub
Italy,Giovanni Lilliu,805815421,Stub
South Sudan,Paulino Matip Nhial,805816918,Stub
Philippines,Herbert Bautista,805817705,Stub
Romania,Călin Popescu-Tăriceanu,805818060,Stub
Netherlands,Britta Böhler,805818233,Stub
Russia,Dmitry Peskov,805818257,Stub
Italy,Giovanni Puoti,805818683,Stub
Italy,Vittorio Sgarbi,805819370,Stub
Greece,Dimitris Koutsoumpas,805819992,Stub
Greece,Stavros Theodorakis,805820940,Stub
Portugal,João Pimenta Lopes,805820951,Stub
Afghanistan,Nur Muhammad Taraki,805821343,Stub
Vietnam,Nguyễn Chí Thiện,805821500,Stub
Turkmenistan,Dangatar Kopekov,805822270,Stub
Brazil,José Maria Eymael,805823133,Stub
Denmark,Martin Henriksen (Danish politician),805824443,Stub
Czech Republic,Martin Holcát,805824502,Stub
Turkey,Selin Sayek Böke,805825234,Stub
Italy,Francesco Melzi d'Eril,805826853,Stub
Dominican Republic,José Francisco Peña Gómez,805826974,Stub
Netherlands,Eddy Schuyer,805827335,Stub
United States,Schuyler family,805827465,Stub
Albania,Monika Kryemadhi,805829565,Stub
Australia,"James McLachlan, Sr.",805829718,Stub
India,Girish Chandra Saxena,805830402,Stub
Singapore,S. Jayakumar,805831196,Stub
Ukraine,Mykhailo Dobkin,805831261,Stub
Singapore,Chua Sian Chin,805831416,Stub
Russia,Leonid Kalashnikov,805831538,Stub
Russia,Vladimir Kashin,805831603,Stub
Russia,Dmitry Novikov,805832297,Stub
Japan,Masaru Wakasa,805833786,Stub
France,Paul Peytral,805835193,Stub
"Congo, Dem. Rep. of",Gilbert Pongo,805835265,Stub
France,Marquis de Morès,805837288,Stub
Denmark,Søren Espersen,805839784,Stub
Somaliland,Muhammad Haji Ibrahim Egal,805840190,Stub
China,Wang Like,805840862,Stub
Ukraine,Ivan Myrnyi,805842378,Stub
Portugal,Pedro Passos Coelho,805843097,Stub
Italy,Roberto Fico,805843217,Stub
Poland,Killion Munyama,805843500,Stub
Bosnia-Herzegovina,Alija Izetbegović,805844216,Stub
India,Rajesh Rishi,805844566,Stub
France,Gisèle Halimi,805844999,Stub
France,Jean-Yves Le Drian,805845474,Stub
Italy,Augusto Rollandin,805847035,Stub
United Kingdom,Ralph Bernal,805847277,Stub
India,Vangaveeti Mohana Ranga,805847796,Stub
Russia,Konstantin Chernenko,805848377,Stub
Paraguay,Horacio Cartes,805848383,Stub
Italy,Carlo Salvemini,805848592,Stub
Denmark,Gitte Seeberg,805848618,Stub
United Kingdom,"David Sainsbury, Baron Sainsbury of Turville",805848727,Stub
United Kingdom,"Alan Sainsbury, Baron Sainsbury",805848825,Stub
United Kingdom,"John Sainsbury, Baron Sainsbury of Preston Candover",805848843,Stub
United Kingdom,Tim Sainsbury,805848865,Stub
United Kingdom,David Ginsburg,805849369,Stub
United Kingdom,Edward Lyons,805849513,Stub
United Kingdom,"George Weidenfeld, Baron Weidenfeld",805849736,Stub
Greece,Karolos Papoulias,805850012,Stub
Italy,Giuliano Ferrara,805850157,Stub
Iceland,Vigdís Finnbogadóttir,805850571,Stub
United Kingdom,Philip Magnus,805851002,Stub
United Kingdom,Samuel Isidore Salmon,805851455,Stub
United Kingdom,David Cameron,805852605,Stub
China,Lu Ziyue,805853289,Stub
Canada,Henry Nathan Jr.,805854037,Stub
United States,Buddy Roemer,805854822,Stub
Kazakhstan,Dzhambulat Zhakievich Sarsenov,805854969,Stub
Namibia,Sacky Shanghala,805855320,Stub
Italy,Pierluigi Marquis,805855555,Stub
Turkey,Triple murder of Kurds activists in Paris,805855954,Stub
Libya,Giuma Ahmed Atigha,805855991,Stub
United States,Victoria Lord,805857707,Stub
Iraq,Abdullah Kadhem Ruaid,805857976,Stub
Ukraine,Anna Hutsol,805858215,Stub
United Kingdom,"Stanley Clinton-Davis, Baron Clinton-Davis",805858529,Stub
Austria,Wolfgang Schüssel,805858797,Stub
France,Jean Jacques Régis de Cambacérès,805860179,Stub
Thailand,Booneua Prasertsuwan,805860636,Stub
France,Joseph Fouché,805862388,Stub
Ecuador,León Febres Cordero,805863721,Stub
United States,Bob Kerrey,805863876,Stub
Canada,James Bartleman,805865165,Stub
France,"Charles-François Lebrun, duc de Plaisance",805865569,Stub
China,Dong Zhuo,805865636,Stub
United States,Nathan Deal,805865647,Stub
Canada,James P. Brady,805865701,Stub
Canada,James Ross (Canadian lawyer),805865847,Stub
Australia,List of LGBTI holders of political offices in Australia,805867726,Stub
Philippines,Lakandula,805869275,Stub
Chechen,Ramzan Kadyrov,805869321,Stub
Venezuela,Miguel Pizarro,805870849,Stub
Australia,Giz Watson,805872403,Stub
India,Balmukund Goutam,805872615,Stub
Rojava,Hediya Yousef,805873719,Stub
Rojava,Mansur Selum,805873803,Stub
Macedonia,Gjorge Ivanov,805874186,Stub
Sudan,Babiker Awadalla,805875577,Stub
Morocco,Mohammed Karim Lamrani,805875582,Stub
Laos,Khamtai Siphandon,805875592,Stub
Zambia,Kenneth Kaunda,805875783,Stub
"Korea, South",Yang Hyong-sop,805875962,Stub
Cambodia,Nuon Chea,805876135,Stub
Kyrgyzstan,Temir Sariyev,805876204,Stub
Poland,Stanisław Kania,805876288,Stub
Germany,Manfred Kanther,805876384,Stub
Nepal,Ranju Darshana,805877369,Stub
Thailand,Thita Manitkul,805878430,Stub
Jamaica,Gladys Bustamante,805879397,Stub
Malta,Joseph Muscat,805879451,Stub
Cuba,Gladys María Bejerano Portela,805879802,Stub
Chile,Gladys Marín,805879807,Stub
Hungary,József Farkas,805879964,Stub
Haiti,Jean-Claude Duvalier,805880853,Stub
Jamaica,Karl Samuda,805881133,Stub
Canada,Jamie Korab,805882488,Stub
Japan,Morio Takahashi,805884170,Stub
Kyrgyzstan,Bakyt Torobayev,805884719,Stub
Ireland,Patrick Bermingham,805885062,Stub
Sri Lanka,Henry Kotalawala,805887437,Stub
Germany,Gabriele Pauli,805889437,Stub
Estonia,Jüri Ratas,805889963,Stub
Nigeria,Funmilayo Ransome-Kuti,805894960,Stub
Portugal,Luís de Almeida Braga,805896382,Stub
China,Soong Ching-ling,805898184,Stub
Paraguay,Cesar Grillon,805900419,Stub
South Africa,Mduduzi Manana,805901279,Stub
South Africa,Hlengiwe Mkhize,805901648,Stub
Bolivia,Hugo Ballivián,805902248,Stub
Japan,Tsuneo Matsudaira,805903559,Stub
France,Marcel Petiot,805904133,Stub
Japan,Shigetarō Shimada,805904219,Stub
San Marino,Antonio Onofri,805905157,Stub
Cambodia,Kao Kim Hourn,805905770,Stub
Belarus,Alexander Lukashenko,805906444,Stub
Tonga,Fatafehi Fakafanua,805907402,Stub
Nigeria,Femi Gbajabiamila,805908149,Stub
Somalia,Muse Bihi Abdi,805908524,Stub
Finland,Jussi Niinistö,805908908,Stub
Austria,Walter Schwimmer,805911917,Stub
United Kingdom,Tony Humphries,805913099,Stub
Sweden,Olof Palme,805914401,Stub
Liberia,Joseph Boakai,805915089,Stub
Sweden,Per Bolund,805915123,Stub
Sweden,Anna-Karin Hatt,805916670,Stub
Syria,Ahmad Nami,805916672,Stub
Syria,Nureddin al-Atassi,805916756,Stub
Syria,Sami al-Hinnawi,805916849,Stub
Egypt,Gamal Abdel Nasser,805918753,Stub
Afghanistan,Malalai Joya,805920528,Stub
Hungary,Mátyás Rákosi,805920753,Stub
Iraq,Vian Dakhil,805921006,Stub
Pakistan,Gulalai Ismail,805921056,Stub
Finland,Antti Kalliomäki,805921778,Stub
Afghanistan,Mahmud Shah Durrani,805922525,Stub
Iraq,Tahseen Said,805923289,Stub
"Congo, Dem. Rep. of",Laurent-Désiré Kabila,805923394,Stub
Mexico,Paulina Ana María Zapata Portillo,805923427,Stub
Australia,William Sawers,805923538,Stub
Iraq,Atheel al-Nujaifi,805923589,Stub
Malaysia,Ahmad Maslan,805923753,Stub
Afghanistan,Durrani dynasty,805924089,Stub
Austria,Herbert Haupt,805924903,Stub
Russia,Polina Zhemchuzhina,805926046,Stub
Ireland,Andrew Beattie (politician),805926620,Stub
Thailand,Chuwit Jitsakul,805926991,Stub
Italy,Maurizio Rasero,805927515,Stub
Armenia,Tigranes the Great,805927583,Stub
United States,Glenn Hearn,805927617,Stub
United States,John C. Stennis,805927642,Stub
United Kingdom,"Jeremy Beecham, Baron Beecham",805927895,Stub
South African Republic,Kruger National Park,805927999,Stub
Nigeria,Amina J. Mohammed,805928667,Stub
Russia,Lev Kamenev,805929146,Stub
United Arab Emirates,Khalifa bin Zayed Al Nahyan,805929344,Stub
Egypt,Amin Iskander,805930229,Stub
Russia,V. Volodarsky,805931981,Stub
Sri Lanka,Ramesh Pathirana,805932336,Stub
Nepal,Kirti Nidhi Bista,805933608,Stub
Mozambique,José Guedes de Carvalho e Meneses,805933662,Stub
Nepal,Lokendra Bahadur Chand,805933679,Stub
Nepal,Pushpa Kamal Dahal,805933832,Stub
United States,Stephen Hopkins (politician),805934002,Stub
Nepal,Krishna Prasad Bhattarai,805935219,Stub
Nepal,Tulsi Giri,805935719,Stub
Nepal,Marich Man Singh Shrestha,805935806,Stub
Nigeria,Festus Okotie-Eboh,805935845,Stub
Nepal,Man Mohan Adhikari,805935902,Stub
Iran,Majid Movaghar,805935981,Stub
Iran,Hossein Khan Movaghar,805936041,Stub
Nepal,Kunwar Inderjit Singh,805936167,Stub
Nepal,Dev Shumsher Jang Bahadur Rana,805936286,Stub
Libya,Ahmed Maiteeq,805938059,Stub
Canada,James Baby,805938567,Stub
Taiwan,Lee Chung-wei,805940086,Stub
United Kingdom,"Glenys Kinnock, Baroness Kinnock of Holyhead",805943448,Stub
Italy,Giuseppe Mazzini,805944426,Stub
Italy,Achille Tramarin,805944498,Stub
Paraguay,Antonio Carlos Barrios Fernández,805945173,Stub
Saint Lucian,Allen Chastanet,805945778,Stub
Ukraine,Valeriy Chaly (diplomat),805945943,Stub
Czech Republic,Alena Dernerová,805946007,Stub
Sri Lanka,Daya Gamage,805948450,Stub
Iran,Abbas Maleki,805948477,Stub
Ireland,Christopher Bernevall,805948622,Stub
Pakistan,Chaudhary Muhammad Ali,805950363,Stub
France,Jean-Paul Marat,805950434,Stub
Egypt,Sayyid Qutb,805952910,Stub
United States,Jocelyn Benson,805955059,Stub
France,Jonathan-Simon Sellem,805956404,Stub
South Korean,Ki Dong-min,805956890,Stub
United Kingdom,Ian Mikardo,805957055,Stub
Nigeria,Darius Ishaku,805957125,Stub
Paraguay,Julio César Franco,805957418,Stub
Afghanistan,Habibullāh Kalakāni,805957551,Stub
Mexico,Gabriel Gómez Michel,805957837,Stub
Dominican Republic,Gregorio Luperón,805958158,Stub
Dominican Republic,Ulises Heureaux,805958511,Stub
Paraguay,Héctor Lacognata,805958724,Stub
Kyrgyzstan,Arstanbek Abdyldayev,805959080,Stub
"Korea, South",Kang Yong-suk,805959304,Stub
Dominican Republic,Juan Isidro Jimenes Pereyra,805959419,Stub
Paraguay,José Pedro Montero,805959589,Stub
Rhodesian,Ahrn Palley,805960143,Stub
Peru,Alejandro Toledo,805960701,Stub
Malta,Marie-Louise Coleiro Preca,805960810,Stub
Dominican Republic,Jacobo Majluta Azar,805961551,Stub
Somalia,Mohamed Abdi Dhinbil (Galbeedi),805961680,Stub
Dominican Republic,Leonel Fernández,805961686,Stub
Palauan,Baklai Temengil,805961817,Stub
Cape Colony,"Alfred Milner, 1st Viscount Milner",805962015,Stub
Federated States of Micronesia,Vice President of the Federated States of Micronesia,805963339,Stub
Togo,Kléber Dadjo,805965140,Stub
Malaysia,Abdullah CD,805966591,Stub
Iraq,Barham Salih,805966903,Stub
India,Leo Varadkar,805967299,Stub
Libya,Muhammad Osman Said,805967469,Stub
Abkhazia,Nestor Lakoba,805967589,Stub
South Africa,Ayanda Dlodlo,805967718,Stub
Nigeria,Emmanuel Bwacha,805970277,Stub
Iceland,Smiður Andrésson,805970596,Stub
Iran,Ali Asghar Mousapasandi,805970954,Stub
China,Khan of Heaven,805971713,Stub
Nigeria,Simon Dogari,805971898,Stub
United Kingdom,Renee Soskin,805972401,Stub
Brazil,Venceslau Brás,805974100,Stub
Taiwan,President of the Republic of China,805975162,Stub
Pakistan,Amir Abdullah Khan Rokhri,805975293,Stub
Hungary,Pál Teleki,805975629,Stub
Australia,Shelley Hancock,805976288,Stub
United Kingdom,Alan Sugar,805977179,Stub
Lebanon,Ali Mekdad,805977824,Stub
Iceland,Steingrímur J. Sigfússon,805978724,Stub
Dominican Republic,Ramón Cáceres,805979265,Stub
United States,Victoria Neave,805980023,Stub
United Kingdom,Edward Carson,805980958,Stub
Namibia,Angelika Muharukua,805981237,Stub
Hondura,Edmundo Orellana,805984131,Stub
Netherlands,Ger Koopmans,805988216,Stub
"Korea, North",Chairman of the Workers' Party of Korea,805988273,Stub
Netherlands,Tofik Dibi,805988443,Stub
China,Bao Zheng,805989333,Stub
China,Qiao Chuanxiu,805990103,Stub
Bolivia,Jessica Jordan,805990369,Stub
China,Liu Wei (politician),805990409,Stub
China,Liu Jiayi,805990711,Stub
South Korean,Shin Sung-mo,805991409,Stub
Spain,Dolores Johnson Sastre,805992998,Stub
Moldova,Valeriy Panasenko,805993160,Stub
Zimbabwe,Joice Mujuru,805993308,Stub
Zambia,Inonge Mbikusita-Lewanika,805993958,Stub
Iran,Barzani family,805994428,Stub
Tuvalu,Puakena Boreham,805997434,Stub
Cameroon,Francis Nkwain,805997683,Stub
Portugal,Gil Cabral,805997741,Stub
United States,Dan White,805997998,Stub
Lebanon,Rafic Hariri,805999195,Stub
Australia,Malcolm Fraser,805999716,Stub
Australia,Chris Watson,806001229,Stub
Sierra Leone,Herbert Bankole-Bright,806002700,Stub
United States,Richard Dobbs Spaight,806003157,Stub
China,Zhang Jiucheng,806005533,Stub
Canada,Sam Walsh,806006034,Stub
Dominican Republic,Lucía Medina,806006709,Stub
Vietnam,Le Cong Dinh,806007037,C
Australia,Julia Gillard,806007058,C
Saudi Arabia,Hayat Sindi,806007137,C
Rwanda,Paul Kagame,806007566,C
Malawi,President of Malawi,806007616,C
Turkey,Murat Karayılan,806008033,C
United Kingdom,Albert E. Fox,806008301,C
Malaysia,Abdul Azeez Abdul Rahim,806010004,C
Salvadoran,Irma Dimas,806010405,C
Ecuador,Agustín Delgado,806010639,C
France,Alex Moscovitch,806010897,C
Israel,Yossi Cohen,806010936,C
Faroese,Annita á Fríðriksmørk,806011231,C
Uzbekistan,Islam Karimov,806013456,C
Malta,Adrian Delia,806013513,C
Algeria,Cheikh Mokrani,806013558,C
India,Meira Kumar,806014468,C
Indonesia,Mohammad Roem,806015249,C
Portugal,"Francisco Coutinho, 4th count of Marialva",806015449,C
South Africa,Esther Barsel,806015541,C
Bangladesh,Abdus Samad Azad,806015671,C
South Africa,Helen Suzman,806015842,C
South Africa,Rachel Simons,806017114,C
Italy,Vittorio Fossombroni,806017498,C
Italy,Pietro Paleocapa,806017751,C
Germany,Michael Poeschke,806017883,C
Australia,Maurice Rioli,806018412,C
Portugal,José Manuel Barroso,806018647,C
Japan,The Great Sasuke,806018964,C
Philippines,Miriam Defensor Santiago,806019009,C
Ghana,Malik Al-Hassan Yakubu,806022092,C
Somalia,Mohammed Abdullah Hassan,806023495,C
France,Bernadette Chirac,806024342,C
Iran,Mojtaba Khamenei,806026264,C
Ireland,Ted Kennedy,806026427,C
Estonia,Vilja Toomast,806026487,C
United States,Koch family,806027450,C
Afghanistan,Mohammed Omar,806029147,C
Serbia,Ivan Bauer,806030001,C
Chile,Salvador Allende,806030067,C
Pakistan,Maryam Nawaz,806030100,C
Australia,Edith Cowan,806030654,C
Brazil,Edivaldo Holanda Júnior,806030859,C
Papua New Guinea,Governor-General of Papua New Guinea,806031404,C
China,"Zaifeng, Prince Chun",806032280,C
Croatia,Antun Sorkočević,806032744,C
India,Beckstar Sangma,806033568,C
Philippines,Precious Hipolito,806035673,C
South Africa,List of South African politicians,806035828,C
Comoros,Djoueria Abdallah,806036197,C
Barbados,Nita Barrow,806036754,C
Brazil,Francisca Primo,806037364,C
Kenya,Cecily Mutitu Mbarire,806037934,C
Indonesia,Susanto Tirtoprodjo,806038510,C
France,Godefroy Calès,806039776,C
Montenegro,Momir Bulatović,806043493,C
Ireland,Pádraig Flynn,806043533,C
Bangladesh,M. Anwar Hossain,806044074,C
Spain,"Juan Ruiz de Apodaca, 1st Count of Venadito",806044305,C
Pakistan,Turkestan Bhittani,806045244,C
Australia,Robert Martin (anti-war activist),806045399,C
Ghana,Kennedy Agyapong,806046011,C
United Kingdom,Peter Hain,806047363,C
India,S.G. Murugaiyan,806047391,C
United States,Thaddeus Stevens,806048772,C
Czech Republic,Marian Jurečka,806049453,C
Bahrain,House of Khalifa,806050123,C
Russia,Heydar Aliyev,806053636,C
Iraq,Kosrat Rasul Ali,806053871,C
Malaysia,Budiman Mohd Zohdi,806054094,C
Turkey,Mehmet Emin Yurdakul,806054843,C
Greece,Ioannis Kapodistrias,806055132,C
Samoan,O le Ao o le Malo,806055721,C
Portugal,"Luís Pinto de Soveral, 1st Marquis of Soveral",806056744,C
Philippines,Leni Robredo,806057235,C
Salvadoran,Manuel José Arce,806057984,C
Kenya,James Orengo,806058920,C
Portugal,Vitalino Canas,806059553,C
Hungary,Dénes Berinkey,806059636,C
Iran,Mohammad-Mehdi Abdekhodaei,806062546,C
Germany,Ingo Wellenreuther,806063043,C
United Kingdom,Neil Kinnock,806063366,C
India,V. Radhika Selvi,806063437,C
Iran,Asadollah Badamchian,806064602,C
Portugal,Honório Novo,806064736,C
Gambia,Lamin Kaba Bajo,806066451,C
Gambia,Alieu Ebrima Cham Joof,806066876,C
Pakistan,Anusha Rahman,806066938,C
Pakistan,Abdul Ghafoor Chaudhry,806066958,C
France,Solange Fernex,806067432,C
Ethiopia,Yohannes IV,806067459,C
Japan,Tadatoshi Akiba,806067767,C
Japan,Iccho Itoh,806067906,C
Hungary,Gyula Andrássy,806070014,C
Canada,Thelma Chalifoux,806070509,C
Brazil,Gilberto Freyre,806071090,C
"Congo, Dem. Rep. of",Prospère Mushobekwa,806071312,C
Sierra Leone,Alpha Timbo,806071894,C
Morocco,Jamal Benomar,806073060,C
"Korea, South",Chang Sŏng-min,806073213,C
South Korean,Chun Jung-bae,806073279,C
Japan,Kim Han-gil,806073507,C
South Korean,"List of members of the National Assembly (South Korea), 2012–2016",806073996,C
Somalia,Hussein Abdi Dualeh,806074608,C
Canada,Edward Blake,806075303,C
Belgium,Joseph Bologne (politician),806079164,C
Spain,Ignacio Velázquez Rivera,806079785,C
Nepal,Madan Bhandari,806080630,C
Italy,Giorgia Meloni,806081004,C
Italy,Vittorio Emanuele Taparelli d'Azeglio,806081338,C
Russia,Samuil Greig,806082081,C
France,Maurice Bourgès-Maunoury,806082469,C
Brazil,Magno Malta,806083241,C
Nigeria,Johnson Aguiyi-Ironsi,806084764,C
Czech Republic,Pavel Bělobrádek,806085100,C
Japan,Shintaro Ishihara,806085241,C
Mauritania,Biram Dah Abeid,806086109,C
Kenya,Irungu Kang'ata,806087740,C
Morocco,Sayyida al Hurra,806088253,C
Russia,Evgeny Markin,806088256,C
Canada,Willie Littlechild,806089849,C
Spain,Narcís Serra,806093766,C
Pakistan,Chaudhry Muhammad Ashraf,806093865,C
Pakistan,Chaudhry Saeed Iqbal,806093943,C
Pakistan,Chaudhry Saud Majeed,806094051,C
Ecuador,Lenín Moreno,806094126,C
Pakistan,Chaudhry Zahid Iqbal,806094301,C
Canada,Tooker Gomberg,806095567,C
Sierra Leone,Milton Margai,806096104,C
France,Bérangère Couillard,806097036,C
Turkey,Deniz Baykal,806097547,C
Brazil,Pedro Chaves dos Santos,806099690,C
Peru,Martha Chávez,806099757,C
Madagascar,Albert Zafy,806100129,C
Mexico,Margarita Chávez Murguía,806100488,C
Mexico,María Elena Chávez Palacios,806100544,C
Netherlands,Khadija Arib,806100601,C
Albania,Gramoz Ruçi,806100649,C
Gambia,Mariam Jack-Denton,806100739,C
Iran,Masoud Nosrati,806100888,C
Salvadoran,President of El Salvador,806101149,C
Bangladesh,Abdul Quader Molla,806103378,C
Austria,Ulrike Lunacek,806103407,C
Austria,Johanna Mikl-Leitner,806103560,C
Nigeria,Funsho Williams,806103995,C
Argentina,Jorge Rafael Videla,806104240,C
Peru,Mercedes Aráoz,806104314,C
Norway,Anette Trettebergstuen,806106846,C
Israel,Natan Sharansky,806107056,C
Norway,Masud Gharahkhani,806108446,C
United States,Steve Kerrigan,806109794,C
Norway,Kjersti Toppe,806110131,C
Ireland,Kathleen Kennedy Townsend,806110482,C
Norway,"Frederick, Hereditary Prince of Denmark",806111656,C
Guinea,Loffo Camara,806111869,C
Taiwan,Kung Ming-hsin,806112721,C
Denmark,Elisabeth Johansen,806114282,C
Mali,Aoua Kéita,806114491,C
Pakistan,Attique Ahmed Khan,806114697,C
Mexico,Pascual Orozco,806115063,C
United Kingdom,"Robert Stewart, Viscount Castlereagh",806115436,C
Pakistan,Soran Singh,806116337,C
India,Laeta Umbrey,806118015,C
India,Wangpha Lowang,806119656,C
India,Sobeng Tayeng,806120855,C
"Korea, South",Jeong In-hong,806121281,C
Nigeria,Frank Owhor,806122087,C
South Korean,Han Duck-soo,806124709,C
Ghana,Augustus Obuadum Tanoh,806126026,C
Fiji,Kamisese Mara,806127189,C
United States,Quincy political family,806127336,C
India,Sanford Marak,806127581,C
New Zealand,Mike Ward (New Zealand politician),806127588,C
Ghana,Gloria Akuffo,806129663,C
China,Emperor Gaozong of Tang,806131220,C
China,Emperor Zhaozong of Tang,806131675,C
Taiwan,Lin Ching-yi,806133507,C
Ukraine,Raisa Bogatyrova,806133920,C
Peru,Javier Pérez de Cuéllar,806134897,C
Kenya,Anne Waiguru,806136719,C
United States,Lincoln family,806137279,C
Sri Lanka,Mahanama Samaraweera,806137551,C
Canada,William McDougall (politician),806137666,C
Bolivia,1st Plurinational Legislative Assembly of Bolivia,806138476,C
East Timorese,Francisco Guterres,806140876,C
Italy,Enzo Bianco,806140965,C
Australia,Neil Young (judge),806141216,C
Armenia,Karen Karapetyan,806141853,C
Philippines,Gloria Macapagal Arroyo,806142064,C
Sierra Leone,Valentine Strasser,806142580,C
Syria,Salih Muslim Muhammad,806144510,C
Serbia,Dimitrije Davidović,806144757,C
South Korean,Roh Tae-woo,806145466,C
Thailand,Abhisit Vejjajiva,806148761,C
Taiwan,Chang Chi-yun,806148768,C
Belgium,Jacques Grippa,806148939,C
Papua New Guinea,Nicholas Brokam,806150418,C
United States,Widow's succession,806153574,C
Vietnam,Võ Nguyên Giáp,806153615,C
Rhodesian,Allan Savory,806153816,C
Russia,Sergei Pugachev,806154997,C
Niger,Mahamadou Issoufou,806155068,C
Taiwan,Cheng Li-chun,806155804,C
Macedonia,Josif Mihajlović Jurukovski,806155912,C
United Arab Emirates,Saif bin Zayed Al Nahyan,806156009,C
United States,Harrison family of Virginia,806156996,C
United States,Lee family,806157002,C
United States,Roosevelt family,806157006,C
India,Kartik Oraon,806157426,C
Poland,Donald Tusk,806158632,C
Israel,Ron Huldai,806159819,C
Ukraine,Serhii Rudyk,806160414,C
Burundi,Sylvie Kinigi,806161152,C
Rwanda,Agathe Uwilingiyimana,806161276,C
Russia,Struve family,806161678,C
Japan,Shigeru Yoshida,806162425,C
Japan,Fumimaro Konoe,806162542,C
Colombia,Álvaro Uribe,806163043,C
Australia,Maurie Sheehy,806163889,C
Sierra Leone,Madam Yoko,806163985,C
Kenya,Moses Kuria,806164856,C
China,Leung Chun-ying,806165389,C
Australia,Jerry Dolan,806165490,C
Australia,Ross Hutchinson,806165505,C
United States,James Michael Curley,806165568,C
Australia,Jill Hennessy (politician),806165942,C
Philippines,Arturo Enrile,806166133,C
France,Samantha Cazebonne,806166463,C
Bosnia-Herzegovina,Marinko Čavara,806166678,C
France,Anne Genetet,806166745,C
Germany,Harry Tisch,806167352,C
South Africa,Glynnis Breytenbach,806168044,C
Mongolia,Bogd Khan,806168190,C
Bangladesh,Delwar Hossain Sayeedi,806169297,C
Thailand,Luang Wichitwathakan,806169457,C
Thailand,Pridi Banomyong,806169671,C
Uganda,Muhammad Nsereko,806171535,C
Uganda,Betty Nambooze,806171836,C
China,Liu Xin,806172684,C
Bangladesh,Zunaid Ahmed Palak,806173366,C
Australia,Leslie Williams (politician),806174039,C
Australia,Bob Hawke,806174171,C
Sri Lanka,H. B. Rambukwella,806174410,C
Japan,Ii Naosuke,806175156,C
Thailand,Sukhumbhand Paribatra,806175199,C
Thailand,Sudarat Keyuraphan,806175456,C
Thailand,Chanut Piyaoui,806175512,C
Russia,Justas Paleckis,806175687,C
Maldives,List of sultans of the Maldives,806175967,C
Brazil,Zico,806176261,C
United States,John H. Hager,806176639,C
Pakistan,Mubashir Lucman,806177069,C
Montenegro,President of Montenegro,806177115,C
India,Bishwanath Roy,806177356,C
Montenegro,Božina Ivanović,806177874,C
Togo,Gnassingbé Eyadéma,806177985,C
Japan,Hiroaki Nagasawa,806178297,C
Uzbekistan,Abdusalom Azizov,806178396,C
Colombia,Claudia López Hernández,806178445,C
United Kingdom,Margaret Beckett,806178574,C
Hondura,Rafael Pineda Ponce,806178799,C
Myanmar,Aung San Suu Kyi,806178939,C
Australia,Paul Keating,806179081,C
Philippines,Rajah Alon,806179522,C
Romania,Nicolae Cajal,806181190,C
Pakistan,Rao Qaiser Ali Khan,806181597,C
South Korean,Han Myeong-sook,806182207,C
Lebanon,Sethrida Geagea,806182569,C
Nigeria,Tunde Eso,806182579,C
Mexico,Gabriela Cuevas Barron,806182652,C
Bangladesh,Sheikh Hasina,806182828,C
